iou,cosine_similarity,euclidean_distance
0.16685596108436584,0.70751953125,8.25
0.9407307505607605,0.9755859375,2.62109375
0.3833807408809662,0.7685546875,7.39453125
0.3833807408809662,0.7685546875,7.39453125
0.014811082743108273,0.6796875,9.1875
0.9618228077888489,0.97216796875,2.810546875
0.0,0.80517578125,6.75
0.0,0.80517578125,6.75
0.11049527674913406,0.7646484375,7.1953125
0.9335015416145325,0.943359375,3.498046875
0.9837184548377991,0.99560546875,0.97314453125
0.9837184548377991,0.99560546875,0.97314453125
0.19621439278125763,0.7177734375,7.8671875
0.0,0.87939453125,5.1796875
0.5548694133758545,0.90869140625,4.65234375
0.5548694133758545,0.90869140625,4.65234375
0.8525632619857788,0.96240234375,3.03515625
0.8525632619857788,0.96240234375,3.03515625
0.5336432456970215,0.87939453125,5.48828125
0.6186658143997192,0.92822265625,4.296875
0.6186658143997192,0.92822265625,4.296875
0.42927783727645874,0.7958984375,6.70703125
0.42927783727645874,0.7958984375,6.70703125
0.0,0.75830078125,7.578125
0.027393260970711708,0.8955078125,4.8671875
0.9479665160179138,0.9853515625,1.8759765625
0.9479665160179138,0.9853515625,1.8759765625
0.9043223857879639,0.99072265625,1.5576171875
0.9043223857879639,0.99072265625,1.5576171875
0.9210295081138611,0.93505859375,3.708984375
0.052191510796546936,0.69873046875,8.078125
0.027089035138487816,0.87939453125,5.22265625
0.027089035138487816,0.87939453125,5.22265625
0.8975504040718079,0.96728515625,2.8828125
0.8975504040718079,0.96728515625,2.8828125
0.0,0.56005859375,10.25
0.06068826839327812,0.53759765625,10.6484375
0.016804518178105354,0.76904296875,7.8671875
0.016804518178105354,0.76904296875,7.8671875
0.9219565391540527,0.9814453125,2.2265625
0.9219565391540527,0.9814453125,2.2265625
0.9315335750579834,0.9912109375,1.5634765625
0.9315335750579834,0.9912109375,1.5634765625
0.16523776948451996,0.93994140625,3.857421875
0.4392043948173523,0.9091796875,4.7734375
0.9639074206352234,0.96435546875,2.7734375
0.16280105710029602,0.6767578125,8.859375
0.4291903078556061,0.791015625,7.19921875
0.4291903078556061,0.791015625,7.19921875
0.9144380688667297,0.98095703125,2.248046875
