iou,cosine_similarity,euclidean_distance
0.9407307505607605,0.982421875,0.362548828125
0.9407307505607605,0.982421875,0.362548828125
0.911409854888916,0.96337890625,0.47216796875
0.911409854888916,0.96337890625,0.47216796875
0.05004158243536949,0.69580078125,1.419921875
0.9618228077888489,0.9541015625,0.5419921875
0.9338648319244385,0.98193359375,0.36572265625
0.0,0.86474609375,0.98486328125
0.11049527674913406,0.744140625,1.41015625
0.9335015416145325,0.97265625,0.480712890625
0.9837184548377991,0.9931640625,0.31396484375
0.31375089287757874,0.91552734375,1.0966796875
0.19621439278125763,0.8056640625,1.4619140625
0.0,0.80419921875,1.3369140625
0.5548694133758545,0.892578125,0.70751953125
0.5548694133758545,0.892578125,0.70751953125
0.8525632619857788,0.9619140625,0.493896484375
0.0,0.7021484375,1.2900390625
0.5336432456970215,0.88525390625,0.85107421875
0.6186658143997192,0.95166015625,0.5390625
0.6186658143997192,0.95166015625,0.5390625
0.5376886129379272,0.91552734375,0.77734375
0.5376886129379272,0.91552734375,0.77734375
0.8436699509620667,0.98388671875,0.448486328125
0.8436699509620667,0.98388671875,0.448486328125
0.0,0.63818359375,1.705078125
0.0,0.63818359375,1.705078125
0.08802488446235657,0.9443359375,0.646484375
0.08802488446235657,0.9443359375,0.646484375
0.9210295081138611,0.9326171875,0.57373046875
0.052191510796546936,0.62451171875,1.5185546875
0.027089035138487816,0.796875,1.4033203125
0.08692019432783127,0.88623046875,0.8486328125
0.5892476439476013,0.8466796875,0.94140625
0.8975504040718079,0.94482421875,0.56201171875
0.23115216195583344,0.810546875,1.14453125
0.12896378338336945,0.76953125,1.27734375
0.35237449407577515,0.830078125,1.046875
0.35237449407577515,0.830078125,1.046875
0.9219565391540527,0.9921875,0.268798828125
0.9219565391540527,0.9921875,0.268798828125
0.9315335750579834,0.9931640625,0.240478515625
0.9315335750579834,0.9931640625,0.240478515625
0.9898620843887329,0.99658203125,0.207275390625
0.9898620843887329,0.99658203125,0.207275390625
0.9639074206352234,0.98046875,0.410400390625
0.16280105710029602,0.71142578125,1.5078125
0.4291903078556061,0.8125,1.1435546875
0.4291903078556061,0.8125,1.1435546875
0.9144380688667297,0.984375,0.297607421875
0.0,0.85400390625,0.91845703125
0.8813221454620361,0.9716796875,0.501953125
0.8813221454620361,0.9716796875,0.501953125
0.062299806624650955,0.740234375,1.396484375
0.17653587460517883,0.8408203125,1.1279296875
0.0,0.67724609375,1.345703125
0.0,0.67724609375,1.345703125
0.9575706720352173,0.974609375,0.459716796875
0.9575706720352173,0.974609375,0.459716796875
0.9509721994400024,0.97998046875,0.396728515625
0.07826098054647446,0.8095703125,1.2939453125
0.06051839515566826,0.5400390625,2.103515625
0.8738372325897217,0.984375,0.29296875
0.0,0.90966796875,0.7119140625
0.2560417950153351,0.76708984375,1.1435546875
0.1725592166185379,0.7509765625,1.189453125
0.1725592166185379,0.7509765625,1.189453125
0.9694342613220215,0.98876953125,0.298828125
0.9694342613220215,0.98876953125,0.298828125
0.1216888427734375,0.7109375,1.4990234375
0.1216888427734375,0.7109375,1.4990234375
0.7688584327697754,0.97314453125,0.444580078125
0.7688584327697754,0.97314453125,0.444580078125
0.973513662815094,0.97119140625,0.5068359375
0.973513662815094,0.97119140625,0.5068359375
0.9440694451332092,0.97412109375,0.46484375
0.9440694451332092,0.97412109375,0.46484375
0.9720128178596497,0.9765625,0.3916015625
0.9720128178596497,0.9765625,0.3916015625
0.0,0.85986328125,1.0244140625
0.9627175331115723,0.97705078125,0.35400390625
0.9627175331115723,0.97705078125,0.35400390625
0.18239669501781464,0.861328125,1.421875
0.18239669501781464,0.861328125,1.421875
0.9591426253318787,0.974609375,0.383544921875
0.9591426253318787,0.974609375,0.383544921875
0.09667698293924332,0.71533203125,1.6572265625
0.09667698293924332,0.71533203125,1.6572265625
0.963426411151886,0.9892578125,0.37548828125
0.05833408981561661,0.8173828125,1.353515625
0.008011765778064728,0.5693359375,1.875
0.9483675360679626,0.98681640625,0.359375
0.9742246866226196,0.99169921875,0.28369140625
0.9742246866226196,0.99169921875,0.28369140625
0.1012541800737381,0.79345703125,1.072265625
0.1012541800737381,0.79345703125,1.072265625
0.9535534381866455,0.98291015625,0.328125
0.9535534381866455,0.98291015625,0.328125
0.0,0.85205078125,0.8916015625
0.0,0.85205078125,0.8916015625
0.29467737674713135,0.7275390625,1.1376953125
0.29467737674713135,0.7275390625,1.1376953125
0.016815826296806335,0.71630859375,1.400390625
0.07117749750614166,0.76953125,1.09375
0.0,0.71533203125,1.3154296875
0.9537582993507385,0.99609375,0.1480712890625
0.9537582993507385,0.99609375,0.1480712890625
0.9847756624221802,0.9951171875,0.20263671875
0.9847756624221802,0.9951171875,0.20263671875
0.9216150641441345,0.98046875,0.44140625
0.9216150641441345,0.98046875,0.44140625
0.030438119545578957,0.59619140625,1.6904296875
0.9077420234680176,0.97119140625,0.4716796875
0.0,0.72509765625,1.224609375
0.37423819303512573,0.85205078125,0.8037109375
0.8115973472595215,0.94091796875,0.5703125
0.8115973472595215,0.94091796875,0.5703125
0.9161158800125122,0.98876953125,0.28271484375
0.9161158800125122,0.98876953125,0.28271484375
0.0,0.974609375,0.6513671875
0.0,0.974609375,0.6513671875
0.0,0.865234375,1.0068359375
0.0,0.865234375,1.0068359375
0.5313244462013245,0.85546875,1.1025390625
0.7608281373977661,0.9716796875,0.49169921875
0.9604483842849731,0.98828125,0.344482421875
0.9604483842849731,0.98828125,0.344482421875
0.020368272438645363,0.9521484375,0.7841796875
0.020368272438645363,0.9521484375,0.7841796875
0.07103864848613739,0.4951171875,1.984375
0.07103864848613739,0.4951171875,1.984375
0.949120819568634,0.9794921875,0.3359375
0.949120819568634,0.9794921875,0.3359375
0.06910467147827148,0.734375,1.265625
0.8751010298728943,0.96044921875,0.47314453125
0.3225102424621582,0.8916015625,0.8740234375
0.3225102424621582,0.8916015625,0.8740234375
0.0,0.64892578125,1.3115234375
0.0,0.64892578125,1.3115234375
0.9235318899154663,0.97705078125,0.426025390625
0.9235318899154663,0.97705078125,0.426025390625
0.8854859471321106,0.96728515625,0.481201171875
0.8854859471321106,0.96728515625,0.481201171875
0.0873364508152008,0.6669921875,1.4443359375
0.8142644166946411,0.98291015625,0.48193359375
0.10963883996009827,0.6259765625,2.04296875
0.9231529235839844,0.98388671875,0.333740234375
0.9231529235839844,0.98388671875,0.333740234375
0.9395758509635925,0.97802734375,0.319091796875
0.9395758509635925,0.97802734375,0.319091796875
0.09477552026510239,0.5029296875,2.10546875
0.09477552026510239,0.5029296875,2.10546875
0.9710301160812378,0.98779296875,0.34423828125
0.9710301160812378,0.98779296875,0.34423828125
0.3580683469772339,0.93212890625,0.8251953125
0.3580683469772339,0.93212890625,0.8251953125
0.1126774325966835,0.70361328125,1.7109375
0.0,0.80517578125,1.1923828125
0.4874965250492096,0.82421875,1.3232421875
0.03501759096980095,0.430419921875,2.158203125
0.91874098777771,0.95947265625,0.455810546875
0.0,0.8974609375,0.736328125
0.9218323826789856,0.9775390625,0.441650390625
0.9218323826789856,0.9775390625,0.441650390625
0.9119816422462463,0.98193359375,0.31005859375
0.9119816422462463,0.98193359375,0.31005859375
0.37937602400779724,0.88427734375,1.052734375
0.37937602400779724,0.88427734375,1.052734375
0.9844341278076172,0.99462890625,0.258544921875
0.9844341278076172,0.99462890625,0.258544921875
0.22302766144275665,0.87255859375,1.1669921875
0.1974775642156601,0.82421875,1.150390625
0.39345046877861023,0.80224609375,1.12890625
0.6902938485145569,0.9443359375,0.6328125
0.6902938485145569,0.9443359375,0.6328125
0.1305694729089737,0.6083984375,1.8505859375
0.14412276446819305,0.60986328125,1.861328125
0.0,0.66015625,1.515625
0.9270783066749573,0.98046875,0.392333984375
0.0,0.83203125,0.99609375
0.08350933343172073,0.65869140625,1.5859375
0.7881574034690857,0.943359375,0.5517578125
0.9626689553260803,0.9990234375,0.0714111328125
0.9626689553260803,0.9990234375,0.0714111328125
0.1382233202457428,0.81201171875,1.3291015625
0.1382233202457428,0.81201171875,1.3291015625
0.8067033290863037,0.890625,0.91357421875
0.8067033290863037,0.890625,0.91357421875
0.947919487953186,0.98193359375,0.35888671875
0.947919487953186,0.98193359375,0.35888671875
0.0,0.640625,1.6845703125
0.0,0.640625,1.6845703125
0.30989375710487366,0.8779296875,0.89697265625
0.30989375710487366,0.8779296875,0.89697265625
0.7048460245132446,0.84423828125,1.1416015625
0.7048460245132446,0.84423828125,1.1416015625
0.9095970392227173,0.9873046875,0.284423828125
0.07556440681219101,0.587890625,1.5771484375
0.0,0.68603515625,1.57421875
0.0,0.68603515625,1.57421875
0.9641109704971313,0.98583984375,0.286376953125
0.9641109704971313,0.98583984375,0.286376953125
0.9659633040428162,0.984375,0.34765625
0.059369832277297974,0.9423828125,0.849609375
0.24999237060546875,0.654296875,1.939453125
0.0,0.75537109375,1.2021484375
0.7317653894424438,0.95556640625,0.55859375
0.7317653894424438,0.95556640625,0.55859375
0.8355440497398376,0.96337890625,0.45166015625
0.8355440497398376,0.96337890625,0.45166015625
0.975505530834198,0.9921875,0.2374267578125
0.975505530834198,0.9921875,0.2374267578125
0.9002395868301392,0.94873046875,0.556640625
0.033827297389507294,0.5498046875,1.6171875
0.8002462387084961,0.9833984375,0.446533203125
0.40565192699432373,0.943359375,0.7822265625
0.9621811509132385,0.98583984375,0.40966796875
0.9621811509132385,0.98583984375,0.40966796875
0.7773095369338989,0.95458984375,0.64404296875
0.9771332740783691,0.98095703125,0.41064453125
0.0,0.58251953125,1.5673828125
0.9389439225196838,0.9521484375,0.580078125
0.9521447420120239,0.9658203125,0.461669921875
0.9521447420120239,0.9658203125,0.461669921875
0.3832997977733612,0.76220703125,1.4814453125
0.3832997977733612,0.76220703125,1.4814453125
0.779836893081665,0.9755859375,0.369384765625
0.07764684408903122,0.81201171875,1.2470703125
0.9312658309936523,0.97900390625,0.411865234375
0.9312658309936523,0.97900390625,0.411865234375
0.43630486726760864,0.8974609375,1.044921875
0.43630486726760864,0.8974609375,1.044921875
0.9553095698356628,0.96875,0.46435546875
0.9553095698356628,0.96875,0.46435546875
